序号,城市,区域,详细区域,区域分类,标题,链接,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
3188,杭州,西湖区,西湖区-黄龙-胜利新村,西湖区,整租·胜利新村 2室1厅 东南/南,https://hz.lianjia.com/zufang/HZ2083504952931516416.html,55.60㎡,东南 南,2室1厅1卫,4300,,,"https://image1.ljcdn.com/110000-inspection/pc1_eh2aaHUeP.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2083504952931516416,2025/12/9 23:35
3189,杭州,西湖区,西湖区-文教-保亭人家,西湖区,整租·保亭人家 1室1厅 南,https://hz.lianjia.com/zufang/HZ2090093487419555840.html,58.00㎡,南,1室1厅1卫,4200,,,"https://image1.ljcdn.com/110000-inspection/pc1_ddrUMpe8W.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2090093487419555840,2025/12/9 23:35
3190,杭州,西湖区,西湖区-之江-康迪新座之江印,西湖区,合租·康迪新座之江印 2居室 南卧,https://hz.lianjia.com/zufang/HZ2083098960712433664.html,30.00㎡,南,2室0厅2卫,1500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2083098960712433664,2025/12/9 23:35
3191,杭州,西湖区,西湖区-文一西路-金成花园,西湖区,整租·金成花园 2室2厅 南,https://hz.lianjia.com/zufang/HZ2090281270901735424.html,51.99㎡,南,2室2厅1卫,3000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090281270901735424,2025/12/9 23:35
3192,杭州,西湖区,西湖区-转塘-贝利云栖中心,西湖区,整租·贝利云栖中心 2室1厅 南,https://hz.lianjia.com/zufang/HZ2090285623993696256.html,59.64㎡,南,2室1厅1卫,2900,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090285623993696256,2025/12/9 23:35
3193,杭州,西湖区,西湖区-转塘-世京云峯,西湖区,整租·世京云峯 1室1厅 北,https://hz.lianjia.com/zufang/HZ2090390842136068096.html,54.00㎡,北,1室1厅1卫,2600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090390842136068096,2025/12/9 23:35
3194,杭州,西湖区,西湖区-西溪-西溪诚园明礼苑,西湖区,整租·西溪诚园明礼苑 4室2厅 南,https://hz.lianjia.com/zufang/HZ2090389917371727872.html,180.00㎡,南,4室2厅3卫,16200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090389917371727872,2025/12/9 23:35
3195,杭州,西湖区,西湖区-转塘-世京云峯,西湖区,整租·世京云峯 1室1厅 北,https://hz.lianjia.com/zufang/HZ2090395756883083264.html,54.00㎡,北,1室1厅1卫,2600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090395756883083264,2025/12/9 23:35
3196,杭州,西湖区,西湖区-西溪-留和家苑,西湖区,合租·留和家苑 3居室 东南/南卧,https://hz.lianjia.com/zufang/HZ2090363841270513664.html,30.00㎡,东南 南,3室1厅1卫,2850,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090363841270513664,2025/12/9 23:35
3197,杭州,西湖区,西湖区-转塘-云浦佳苑一区,西湖区,整租·云浦佳苑一区 2室1厅 南,https://hz.lianjia.com/zufang/HZ2084542537128738816.html,89.00㎡,南,2室1厅2卫,4600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2084542537128738816,2025/12/9 23:35
3198,杭州,西湖区,西湖区-转塘-世京云峯,西湖区,整租·世京云峯 1室1厅 北,https://hz.lianjia.com/zufang/HZ2090369230670135296.html,54.00㎡,北,1室1厅1卫,2150,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090369230670135296,2025/12/9 23:35
3199,杭州,西湖区,西湖区-转塘-世京云峯,西湖区,整租·世京云峯 1室1厅 南,https://hz.lianjia.com/zufang/HZ2090051740505210880.html,40.00㎡,南,1室1厅1卫,2100,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090051740505210880,2025/12/9 23:35
3200,杭州,西湖区,西湖区-转塘-世京云峯,西湖区,整租·世京云峯 1室1厅 南,https://hz.lianjia.com/zufang/HZ2090369961661825024.html,40.00㎡,南,1室1厅1卫,1900,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090369961661825024,2025/12/9 23:35
3201,杭州,西湖区,西湖区-转塘-星光荟,西湖区,整租·星光荟 2室1厅 东,https://hz.lianjia.com/zufang/HZ2084149575186120704.html,50.00㎡,东,2室1厅1卫,3000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2084149575186120704,2025/12/9 23:35
3202,杭州,西湖区,西湖区-小和山-翰墨香林苑,西湖区,合租·翰墨香林苑 4居室 西卧,https://hz.lianjia.com/zufang/HZ2090325952671252480.html,35.00㎡,西,4室2厅2卫,1900,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090325952671252480,2025/12/9 23:35
3203,杭州,西湖区,西湖区-转塘-方家苑,西湖区,合租·方家苑 3居室 南卧,https://hz.lianjia.com/zufang/HZ2084204328528117760.html,30.00㎡,南,3室1厅1卫,1000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2084204328528117760,2025/12/9 23:35
3204,杭州,西湖区,西湖区-古荡-古荡新村西区,西湖区,整租·古荡新村西区 2室1厅 南,https://hz.lianjia.com/zufang/HZ2090329912354275328.html,54.00㎡,南,2室1厅1卫,3300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090329912354275328,2025/12/9 23:35
3205,杭州,西湖区,西湖区-黄龙-求是村,西湖区,整租·求是村 2室1厅 南,https://hz.lianjia.com/zufang/HZ2089662308853743616.html,59.63㎡,南,2室1厅1卫,3900,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2089662308853743616,2025/12/9 23:35
3206,杭州,西湖区,西湖区-转塘-世京云峯,西湖区,整租·世京云峯 1室1厅 南,https://hz.lianjia.com/zufang/HZ2090377952024854528.html,40.00㎡,南,1室1厅1卫,2200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090377952024854528,2025/12/9 23:35
3207,杭州,西湖区,西湖区-转塘-世京云峯,西湖区,整租·世京云峯 2室1厅 北,https://hz.lianjia.com/zufang/HZ2090372955967062016.html,54.00㎡,北,2室1厅1卫,2150,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090372955967062016,2025/12/9 23:35
3208,杭州,西湖区,西湖区-申花-秀月家园桂月苑,西湖区,整租·秀月家园桂月苑 3室2厅 南,https://hz.lianjia.com/zufang/HZ2090377802204315648.html,92.00㎡,南,3室2厅1卫,4500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090377802204315648,2025/12/9 23:35
3209,杭州,西湖区,西湖区-文一西路-金成嘉南公寓,西湖区,整租·金成嘉南公寓 3室2厅 错层 南/北,https://hz.lianjia.com/zufang/HZ2084462500429955072.html,125.00㎡,南 北,3室2厅2卫,5600,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2084462500429955072,2025/12/9 23:35
3210,杭州,西湖区,西湖区-三墩-金地自在城悦活轩,西湖区,整租·金地自在城悦活轩 1室1厅 南,https://hz.lianjia.com/zufang/HZ2084485313085833216.html,44.00㎡,南,1室1厅1卫,2200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2084485313085833216,2025/12/9 23:35
3211,杭州,西湖区,西湖区-三墩-白马尊邸,西湖区,整租·白马尊邸 2室2厅 南,https://hz.lianjia.com/zufang/HZ2085587122898599936.html,89.00㎡,南,2室2厅1卫,3800,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2085587122898599936,2025/12/9 23:35
3212,杭州,西湖区,西湖区-转塘-坤生栖悦,西湖区,整租·坤生栖悦 2室1厅 复式 南,https://hz.lianjia.com/zufang/HZ2090747051334696960.html,31.00㎡,南,2室1厅1卫,2300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090747051334696960,2025/12/9 23:35
3213,杭州,西湖区,西湖区-转塘-云溪印象,西湖区,合租·云溪印象 2居室 南卧,https://hz.lianjia.com/zufang/HZ2085272590150008832.html,70.00㎡,南,2室2厅2卫,2500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2085272590150008832,2025/12/9 23:35
3214,杭州,西湖区,西湖区-三墩-金地自在城悦活轩,西湖区,整租·金地自在城悦活轩 1室1厅 南,https://hz.lianjia.com/zufang/HZ2090803039412682752.html,45.00㎡,南,1室1厅1卫,2600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090803039412682752,2025/12/9 23:35
3215,杭州,西湖区,西湖区-转塘-云溪印象,西湖区,合租·云溪印象 2居室 南卧,https://hz.lianjia.com/zufang/HZ2085272121436536832.html,70.00㎡,南,2室2厅2卫,2500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2085272121436536832,2025/12/9 23:35
3216,杭州,西湖区,西湖区-申花-申瑞国际金座,西湖区,整租·申瑞国际金座 3室1厅 南,https://hz.lianjia.com/zufang/HZ2090668036800380928.html,70.00㎡,南,3室1厅1卫,4300,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090668036800380928,2025/12/9 23:35
3217,杭州,西湖区,西湖区-翠苑-明珠公寓,西湖区,整租·明珠公寓 2室1厅 南,https://hz.lianjia.com/zufang/HZ2084847209781657600.html,93.00㎡,南,2室1厅1卫,5180,精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_y4qq4dHDI.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2084847209781657600,2025/12/9 23:36
3218,杭州,西湖区,西湖区-文三西路-登新公寓,西湖区,合租·登新公寓 5居室 南卧,https://hz.lianjia.com/zufang/HZ2085605611663261696.html,20.00㎡,南,5室2厅5卫,1500,,,"https://image1.ljcdn.com/110000-inspection/pc1_VKHCU70jD.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2085605611663261696,2025/12/9 23:36
3219,杭州,西湖区,西湖区-黄龙-保俶小区,西湖区,整租·保俶小区 3室1厅 南,https://hz.lianjia.com/zufang/HZ2090701735872954368.html,115.00㎡,南,3室1厅2卫,6800,,,"https://image1.ljcdn.com/110000-inspection/pc1_WpxxsyJXI.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2090701735872954368,2025/12/9 23:36
3220,杭州,西湖区,西湖区-黄龙-外东山弄,西湖区,整租·外东山弄 3室1厅 南,https://hz.lianjia.com/zufang/HZ2084577018065715200.html,70.00㎡,南,3室1厅1卫,5500,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_xvrpryehP.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2084577018065715200,2025/12/9 23:36
3221,杭州,西湖区,西湖区-转塘-山澜景苑三区,西湖区,整租·山澜景苑三区 1室1厅 南,https://hz.lianjia.com/zufang/HZ2084894707472662528.html,58.00㎡,南,1室1厅1卫,2400,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_q8dhu5gnc.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2084894707472662528,2025/12/9 23:36
3222,杭州,西湖区,西湖区-文三西路-颐景园,西湖区,整租·颐景园 3室2厅 南,https://hz.lianjia.com/zufang/HZ2084876719080079360.html,91.82㎡,南,3室2厅1卫,5000,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_VSrCc93DY.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2084876719080079360,2025/12/9 23:36
3223,杭州,西湖区,西湖区-文三西路-西荡苑梨苑,西湖区,合租·西荡苑梨苑 3居室 南卧,https://hz.lianjia.com/zufang/HZ2084974861616152576.html,15.00㎡,南,3室1厅1卫,1500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2084974861616152576,2025/12/9 23:36
3224,杭州,西湖区,西湖区-转塘-云溪香山,西湖区,整租·云溪香山 3室2厅 南,https://hz.lianjia.com/zufang/HZ2090644636526706688.html,148.00㎡,南,3室2厅2卫,7500,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2090644636526706688,2025/12/9 23:36
3225,杭州,西湖区,西湖区-转塘-村口家园,西湖区,合租·村口家园 2居室 南卧,https://hz.lianjia.com/zufang/HZ2085211395116236800.html,30.00㎡,南,2室0厅2卫,1000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2085211395116236800,2025/12/9 23:36
3226,杭州,西湖区,西湖区-转塘-之江家園一区,西湖区,合租·之江家園一区 4居室 南卧,https://hz.lianjia.com/zufang/HZ2091071668930740224.html,25.00㎡,南,4室0厅1卫,1700,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2091071668930740224,2025/12/9 23:36
3227,杭州,西湖区,西湖区-黄龙-外东山弄,西湖区,整租·外东山弄 2室1厅 南,https://hz.lianjia.com/zufang/HZ2091082827549376512.html,67.20㎡,南,2室1厅1卫,4600,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2091082827549376512,2025/12/9 23:36
3228,杭州,西湖区,西湖区-申花-广宇西城美墅,西湖区,整租·广宇西城美墅 2室2厅 南,https://hz.lianjia.com/zufang/HZ2091365434681982976.html,85.00㎡,南,2室2厅1卫,5000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2091365434681982976,2025/12/9 23:36
3229,杭州,西湖区,西湖区-九莲-世贸丽晶城欧美中心,西湖区,整租·世贸丽晶城欧美中心 1室1厅 北,https://hz.lianjia.com/zufang/HZ2091163792145645568.html,50.00㎡,北,1室1厅1卫,4000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2091163792145645568,2025/12/9 23:36
3230,杭州,西湖区,西湖区-九莲-世贸丽晶城,西湖区,整租·世贸丽晶城 3室2厅 南,https://hz.lianjia.com/zufang/HZ2091397415524368384.html,139.00㎡,南,3室2厅2卫,12000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2091397415524368384,2025/12/9 23:36
3231,杭州,西湖区,西湖区-转塘-樱花小筑,西湖区,整租·樱花小筑 4室2厅 错层 南,https://hz.lianjia.com/zufang/HZ2091381104211656704.html,154.00㎡,南,4室2厅2卫,5000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2091381104211656704,2025/12/9 23:36
3232,杭州,西湖区,西湖区-之江-群升万国天地,西湖区,整租·群升万国天地 2室1厅 南,https://hz.lianjia.com/zufang/HZ2091098684094676992.html,40.95㎡,南,2室1厅1卫,3200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2091098684094676992,2025/12/9 23:36
3233,杭州,西湖区,西湖区-西溪-融创河滨之城雨澜轩,西湖区,整租·融创河滨之城雨澜轩 3室2厅 东南,https://hz.lianjia.com/zufang/HZ2091448217295126528.html,89.00㎡,东南,3室2厅2卫,5000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2091448217295126528,2025/12/9 23:36
3234,杭州,西湖区,西湖区-转塘-融创瑷骊山,西湖区,整租·融创瑷骊山 4室2厅 南,https://hz.lianjia.com/zufang/HZ2091800619214962688.html,179.00㎡,南,4室2厅2卫,15000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2091800619214962688,2025/12/9 23:36
3235,杭州,西湖区,西湖区-申花-爱尚里,西湖区,整租·爱尚里 2室1厅 南,https://hz.lianjia.com/zufang/HZ2091487131594653696.html,55.00㎡,南,2室1厅2卫,2500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2091487131594653696,2025/12/9 23:36
3236,杭州,西湖区,西湖区-黄龙-黄龙世纪苑,西湖区,整租·黄龙世纪苑 1室1厅 北,https://hz.lianjia.com/zufang/HZ2091542544784556032.html,70.00㎡,北,1室1厅1卫,4500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2091542544784556032,2025/12/9 23:36
3237,杭州,西湖区,西湖区-文教-德雅花园,西湖区,整租·德雅花园 3室1厅 南,https://hz.lianjia.com/zufang/HZ1982751106853240832.html,60.85㎡,南,3室1厅1卫,5000,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_8nRuvvsFZ_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ1982751106853240832,2025/12/9 23:36
3238,杭州,西湖区,西湖区-小和山-西溪十九府,西湖区,整租·西溪十九府 4室2厅 南,https://hz.lianjia.com/zufang/HZ1983098842958004224.html,220.00㎡,南,4室2厅3卫,5000,,链家,"https://image1.ljcdn.com/110000-inspection/pc1_EGTEoceET.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ1983098842958004224,2025/12/9 23:36
3239,杭州,西湖区,西湖区-九莲-昌地火炬大厦,西湖区,整租·昌地火炬大厦 1室0厅 南/北,https://hz.lianjia.com/zufang/HZ1977293738359128064.html,1190.00㎡,南 北,1室0厅0卫,55000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,HZ1977293738359128064,2025/12/9 23:36
3240,杭州,西湖区,西湖区-三墩-中国铁建西湖国际城,西湖区,合租·中国铁建西湖国际城 11居室 南卧,https://hz.lianjia.com/zufang/HZ1977599252582367232.html,22.00㎡,南,11室1厅2卫,1200,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,HZ1977599252582367232,2025/12/9 23:36
3241,杭州,西湖区,西湖区-转塘-云溪印象,西湖区,合租·云溪印象 4居室 南卧,https://hz.lianjia.com/zufang/HZ1985995701015805952.html,30.00㎡,南,4室2厅2卫,2400,,,"https://image1.ljcdn.com/110000-inspection/pc1_eJUOXu0Ul.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ1985995701015805952,2025/12/9 23:36
3242,杭州,西湖区,西湖区-西溪-坤和和家园,西湖区,整租·坤和和家园 4室2厅 南,https://hz.lianjia.com/zufang/HZ1986088029281845248.html,177.00㎡,南,4室2厅2卫,6000,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_YzSE1YGqZ.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ1986088029281845248,2025/12/9 23:36
3243,杭州,西湖区,西湖区-申花-秀里华庭,西湖区,合租·秀里华庭 1居室 南卧,https://hz.lianjia.com/zufang/HZ1987833993067757568.html,30.00㎡,南,1室0厅1卫,1700,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1987833993067757568,2025/12/9 23:36
3244,杭州,西湖区,西湖区-三墩-E30中心,西湖区,整租·E30中心 1室1厅 西南,https://hz.lianjia.com/zufang/HZ1983742473649782784.html,37.00㎡,西南,1室1厅1卫,1800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1983742473649782784,2025/12/9 23:36
3245,杭州,西湖区,西湖区-西溪-西溪花园红柿苑,西湖区,合租·西溪花园红柿苑 5居室 北卧,https://hz.lianjia.com/zufang/HZ1986727707936817152.html,18.00㎡,北,5室2厅1卫,1000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1986727707936817152,2025/12/9 23:36
3246,杭州,西湖区,西湖区-黄龙-罗马公寓,西湖区,整租·罗马公寓 3室2厅 南,https://hz.lianjia.com/zufang/HZ1988511936626556928.html,158.00㎡,南,3室2厅2卫,10000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1988511936626556928,2025/12/9 23:36
3247,杭州,西湖区,西湖区-文一西路-桂花城,西湖区,整租·桂花城 2室2厅 南,https://hz.lianjia.com/zufang/HZ1983220860688793600.html,95.00㎡,南,2室2厅1卫,6000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1983220860688793600,2025/12/9 23:36
3248,杭州,西湖区,西湖区-黄龙-天际大厦,西湖区,整租·天际大厦 3室4厅 南,https://hz.lianjia.com/zufang/HZ1983455903545819136.html,435.37㎡,南,3室4厅0卫,15000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1983455903545819136,2025/12/9 23:36
3249,杭州,西湖区,西湖区-西溪-绿城西溪世纪广场,西湖区,整租·绿城西溪世纪广场 1室0厅 北,https://hz.lianjia.com/zufang/HZ1983475719346323456.html,100.00㎡,北,1室0厅0卫,5800,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1983475719346323456,2025/12/9 23:36
3250,杭州,西湖区,西湖区-转塘-象山大厦,西湖区,整租·象山大厦 6室0厅 南,https://hz.lianjia.com/zufang/HZ1985552301766475776.html,256.00㎡,南,6室0厅0卫,12000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1985552301766475776,2025/12/9 23:36
3251,杭州,西湖区,西湖区-文三西路-嘉禾花苑,西湖区,合租·嘉禾花苑 3居室 南卧,https://hz.lianjia.com/zufang/HZ1987419796043464704.html,17.00㎡,南,3室0厅1卫,1850,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1987419796043464704,2025/12/9 23:36
3252,杭州,西湖区,西湖区-三墩-西湖广告大厦,西湖区,整租·西湖广告大厦 6室1厅 南,https://hz.lianjia.com/zufang/HZ1987487915701174272.html,356.71㎡,南,6室1厅0卫,12600,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1987487915701174272,2025/12/9 23:36
3253,杭州,西湖区,西湖区-三墩-金厦公寓,西湖区,合租·金厦公寓 4居室 北卧,https://hz.lianjia.com/zufang/HZ1990002868987363328.html,15.00㎡,北,4室0厅1卫,1150,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1990002868987363328,2025/12/9 23:36
3254,杭州,西湖区,西湖区-转塘-绿城之江1号,西湖区,整租·绿城之江1号 4室2厅 南,https://hz.lianjia.com/zufang/HZ1989270384268017664.html,418.00㎡,南,4室2厅4卫,24000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1989270384268017664,2025/12/9 23:36
3255,杭州,西湖区,西湖区-黄龙-求是村,西湖区,整租·求是村 2室2厅 南/北,https://hz.lianjia.com/zufang/HZ1990280045406453760.html,62.13㎡,南 北,2室2厅1卫,4500,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1990280045406453760,2025/12/9 23:36
3256,杭州,西湖区,西湖区-文教-教工路131号,西湖区,合租·教工路131号 2居室 南卧,https://hz.lianjia.com/zufang/HZ1991014296598872064.html,30.00㎡,南,2室1厅1卫,1300,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1991014296598872064,2025/12/9 23:36
3257,杭州,西湖区,西湖区-转塘-之江家园二区,西湖区,合租·之江家园二区 1居室 南卧,https://hz.lianjia.com/zufang/HZ1992104470124691456.html,15.00㎡,南,1室1厅1卫,1500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1992104470124691456,2025/12/9 23:36
3258,杭州,西湖区,西湖区-转塘-佳兆业玖珑山,西湖区,合租·佳兆业玖珑山 5居室 北卧,https://hz.lianjia.com/zufang/HZ1993194222684995584.html,25.00㎡,北,5室1厅4卫,800,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1993194222684995584,2025/12/9 23:36
3259,杭州,西湖区,西湖区-之江-珊瑚沙家园,西湖区,整租·珊瑚沙家园 3室2厅 东南,https://hz.lianjia.com/zufang/HZ1992869868138921984.html,124.00㎡,东南,3室2厅2卫,5500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1992869868138921984,2025/12/9 23:36
3260,杭州,西湖区,西湖区-申花-中旅紫金名门,西湖区,合租·中旅紫金名门 2居室 南卧,https://hz.lianjia.com/zufang/HZ1993209953459896320.html,20.00㎡,南,2室0厅0卫,1500,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1993209953459896320,2025/12/9 23:36
3261,杭州,西湖区,西湖区-三墩-金地自在城乐活湾,西湖区,整租·金地自在城乐活湾 1室1厅 南,https://hz.lianjia.com/zufang/HZ1929838984398110720.html,53.64㎡,南,1室1厅1卫,3400,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1929838984398110720,2025/12/9 23:36
3262,杭州,西湖区,西湖区-转塘-之江家园二区,西湖区,合租·之江家园二区 4居室 南卧,https://hz.lianjia.com/zufang/HZ1930850697910157312.html,30.00㎡,南,4室0厅4卫,1300,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1930850697910157312,2025/12/9 23:36
3263,杭州,西湖区,西湖区-西溪-西溪银泰城,西湖区,整租·西溪银泰城 1室0厅 南,https://hz.lianjia.com/zufang/HZ1933434073229819904.html,95.00㎡,南,1室0厅0卫,13000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1933434073229819904,2025/12/9 23:36
3264,杭州,西湖区,西湖区-转塘-之江潮,西湖区,合租·之江潮 2居室 南卧,https://hz.lianjia.com/zufang/HZ1931960766672404480.html,53.00㎡,南,2室2厅2卫,2500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1931960766672404480,2025/12/9 23:36
