序号,城市,区域,详细区域,区域分类,标题,链接,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
4817,广州,天河,天河-龙洞-君林天下,天河,整租·君林天下 4室2厅 东南/南,https://gz.lianjia.com/zufang/GZ1985191724242173952.html,162.00㎡,东南 南,4室2厅2卫,11000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1985191724242173952,2025/12/10 15:51
4818,广州,天河,天河-棠下-骏景花园,天河,整租·骏景花园 2室2厅 南/北,https://gz.lianjia.com/zufang/GZ1984569025924956160.html,85.00㎡,南 北,2室2厅1卫,5000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1984569025924956160,2025/12/10 15:51
4819,广州,天河,天河-沙河-云龙苑,天河,整租·云龙苑 2室1厅 东,https://gz.lianjia.com/zufang/GZ1984554448948559872.html,60.00㎡,东,2室1厅1卫,3300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1984554448948559872,2025/12/10 15:51
4820,广州,天河,天河-棠下-骏景花园,天河,合租·骏景花园 5居室 北卧,https://gz.lianjia.com/zufang/GZ2090397869155549184.html,11.50㎡,北,5室1厅2卫,1564,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2090397869155549184,2025/12/10 15:51
4821,广州,天河,天河-广氮-盛年华寓,天河,整租·盛年华寓 1室1厅 北,https://gz.lianjia.com/zufang/GZ1989934335360237568.html,28.00㎡,北,1室1厅1卫,2500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1989934335360237568,2025/12/10 15:51
4822,广州,天河,天河-林和-嘉尚国际公寓,天河,整租·嘉尚国际公寓 2室1厅 东/南/北,https://gz.lianjia.com/zufang/GZ1990287927887790080.html,89.00㎡,东 南 北,2室1厅1卫,5000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1990287927887790080,2025/12/10 15:51
4823,广州,天河,天河-珠江新城东-甲子花园,天河,整租·甲子花园 3室2厅 南,https://gz.lianjia.com/zufang/GZ1985374791414054912.html,110.00㎡,南,3室2厅2卫,6000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1985374791414054912,2025/12/10 15:51
4824,广州,天河,天河-珠江新城中-保利心语,天河,合租·保利心语 4居室 南卧,https://gz.lianjia.com/zufang/GZ2090681213760045056.html,7.90㎡,南,4室1厅2卫,2236,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2090681213760045056,2025/12/10 15:51
4825,广州,天河,天河-员村-石东花园,天河,整租·石东花园 4室1厅 南,https://gz.lianjia.com/zufang/GZ1985721497569722368.html,80.00㎡,南,4室1厅1卫,3600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1985721497569722368,2025/12/10 15:51
4826,广州,天河,天河-林和-嘉怡苑,天河,合租·嘉怡苑 4居室 东卧,https://gz.lianjia.com/zufang/GZ2091032254691147776.html,5.98㎡,东,4室1厅2卫,1323,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2091032254691147776,2025/12/10 15:51
4827,广州,天河,天河-东圃-海怡居,天河,整租·海怡居 1室1厅 东南,https://gz.lianjia.com/zufang/GZ1985923063740366848.html,45.00㎡,东南,1室1厅1卫,1900,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1985923063740366848,2025/12/10 15:51
4828,广州,天河,天河-珠江新城西-星辰财富港,天河,合租·星辰财富港 4居室 北卧,https://gz.lianjia.com/zufang/GZ2091012751689252864.html,12.30㎡,北,4室1厅2卫,2271,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2091012751689252864,2025/12/10 15:51
4829,广州,天河,天河-珠江新城中-博雅首府,天河,整租·博雅首府 4室2厅 西南,https://gz.lianjia.com/zufang/GZ1986364035167158272.html,351.74㎡,西南,4室2厅3卫,79500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1986364035167158272,2025/12/10 15:51
4830,广州,天河,天河-黄村-中海康城,天河,合租·中海康城 4居室 西南卧,https://gz.lianjia.com/zufang/GZ2091157772719620096.html,8.30㎡,西南,4室1厅1卫,1323,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2091157772719620096,2025/12/10 15:51
4831,广州,天河,天河-智慧城-万科云城米酷,天河,整租·万科云城米酷 1室1厅 南,https://gz.lianjia.com/zufang/GZ1986386266643496960.html,50.00㎡,南,1室1厅1卫,6500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ1986386266643496960,2025/12/10 15:51
4832,广州,天河,天河-车陂-美好居,天河,合租·美好居 3居室 北卧,https://gz.lianjia.com/zufang/GZ2092160274390843392.html,8.00㎡,北,3室1厅1卫,1354,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2092160274390843392,2025/12/10 15:51
4833,广州,天河,天河-东圃-天河广场,天河,整租·天河广场 3室2厅 北,https://gz.lianjia.com/zufang/GZ2043327824428793856.html,96.00㎡,北,3室2厅1卫,4000,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_ezZYyoeD9_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2043327824428793856,2025/12/10 15:52
4834,广州,天河,天河-棠下-骏景花园,天河,合租·骏景花园 4居室 西卧,https://gz.lianjia.com/zufang/GZ2092231210636935168.html,11.20㎡,西,4室1厅2卫,2163,精装,自如,https://image1.ljcdn.com/rent-house-1/img/1ff58ee12e3732eec43fc5f28f449156-1761872820330/f1ba202629c1e5d0d29dc678f09e13a4.jpg.250x182.jpg,GZ2092231210636935168,2025/12/10 15:52
4835,广州,天河,天河-珠江新城西-富力盈力大厦,天河,整租·富力盈力大厦 1室0厅 北,https://gz.lianjia.com/zufang/GZ2043555567678521344.html,44.00㎡,北,1室0厅1卫,4200,精装,,"https://image1.ljcdn.com/110000-inspection/56ecf577-8842-4083-bd4c-39e726433bab.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2043555567678521344,2025/12/10 15:52
4836,广州,天河,天河-东圃-盈彩美居,天河,合租·盈彩美居 4居室 北卧,https://gz.lianjia.com/zufang/GZ2092461555437273088.html,11.30㎡,北,4室1厅1卫,1428,精装,自如,https://image1.ljcdn.com/rent-house-1/img/1ff58ee12e3732eec43fc5f28f449156-1762912541108/9d94c4417df1170b9cf3d1c6ece2662a.jpg.250x182.jpg,GZ2092461555437273088,2025/12/10 15:52
4837,广州,天河,天河-珠江新城西-保利香槟花园,天河,整租·保利香槟花园 3室1厅 北,https://gz.lianjia.com/zufang/GZ2043587640338415616.html,99.00㎡,北,3室1厅1卫,8500,精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_m5t88Q1jm.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2043587640338415616,2025/12/10 15:52
4838,广州,天河,天河-天润路-御晖苑,天河,合租·御晖苑 3居室 北卧,https://gz.lianjia.com/zufang/GZ2092490277406113792.html,14.47㎡,北,3室1厅1卫,1879,精装,自如,https://image1.ljcdn.com/rent-house-1/img/1ff58ee12e3732eec43fc5f28f449156-1761718784464/67e8d4ea7c55671186b6068c838fabfa.jpg.250x182.jpg,GZ2092490277406113792,2025/12/10 15:52
4839,广州,天河,天河-体育中心-都市华庭(天河),天河,整租·都市华庭(天河) 3室1厅 南/北,https://gz.lianjia.com/zufang/GZ2043623986792759296.html,140.00㎡,南 北,3室1厅1卫,8500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043623986792759296,2025/12/10 15:52
4840,广州,天河,天河-天河南-丰兴广场,天河,合租·丰兴广场 4居室 北卧,https://gz.lianjia.com/zufang/GZ2092559047201914880.html,12.90㎡,北,4室1厅2卫,2299,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2092559047201914880,2025/12/10 15:52
4841,广州,天河,天河-五山-华南农业大学宿舍茶山区,天河,整租·华南农业大学宿舍茶山区 3室2厅 南,https://gz.lianjia.com/zufang/GZ2043877536991019008.html,86.00㎡,南,3室2厅1卫,5000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043877536991019008,2025/12/10 15:52
4842,广州,天河,天河-天河南-六运小区,天河,合租·六运小区 4居室 东卧,https://gz.lianjia.com/zufang/GZ2092564557955334144.html,9.64㎡,东,4室1厅1卫,1564,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2092564557955334144,2025/12/10 15:52
4843,广州,天河,天河-黄村-家和天曜,天河,整租·家和天曜 2室1厅 复式 东,https://gz.lianjia.com/zufang/GZ2043906017435058176.html,45.00㎡,东,2室1厅1卫,3413,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043906017435058176,2025/12/10 15:52
4844,广州,天河,天河-石牌-阳光都会广场,天河,合租·阳光都会广场 4居室 东卧,https://gz.lianjia.com/zufang/GZ2092645880829050880.html,6.50㎡,东,4室1厅2卫,1564,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2092645880829050880,2025/12/10 15:52
4845,广州,天河,天河-珠江新城西-富力盈丰大厦,天河,整租·富力盈丰大厦 3室1厅 南/北,https://gz.lianjia.com/zufang/GZ2043887230790926336.html,150.00㎡,南 北,3室1厅1卫,10970,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043887230790926336,2025/12/10 15:52
4846,广州,天河,天河-天河南-六运小区,天河,合租·六运小区 4居室 南卧,https://gz.lianjia.com/zufang/GZ2092986983365214208.html,5.70㎡,南,4室1厅1卫,1533,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2092986983365214208,2025/12/10 15:52
4847,广州,天河,天河-珠江新城西-富力盈丰大厦,天河,整租·富力盈丰大厦 3室1厅 南/北,https://gz.lianjia.com/zufang/GZ2043887451348402176.html,150.00㎡,南 北,3室1厅1卫,10500,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043887451348402176,2025/12/10 15:52
4848,广州,天河,天河-员村-乐雅苑,天河,整租·乐雅苑 2室1厅 南,https://gz.lianjia.com/zufang/GZ2043733284331978752.html,70.00㎡,南,2室1厅1卫,3250,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043733284331978752,2025/12/10 15:52
4849,广州,天河,天河-汇景新城-汇景新城棕榈园,天河,整租·汇景新城棕榈园 3室2厅 南,https://gz.lianjia.com/zufang/GZ2043691153378770944.html,162.00㎡,南,3室2厅2卫,13000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043691153378770944,2025/12/10 15:52
4850,广州,天河,天河-天河南-丰兴广场,天河,合租·丰兴广场 4居室 北卧,https://gz.lianjia.com/zufang/GZ2093260114231296000.html,12.81㎡,北,4室1厅2卫,2404,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2093260114231296000,2025/12/10 15:52
4851,广州,天河,天河-员村-新城花园(天河区),天河,整租·新城花园(天河区) 3室2厅 东,https://gz.lianjia.com/zufang/GZ2043691873490436096.html,90.00㎡,东,3室2厅1卫,3600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043691873490436096,2025/12/10 15:52
4852,广州,天河,天河-珠江新城东-珠光新城国际中心,天河,整租·珠光新城国际中心 1室1厅 西南,https://gz.lianjia.com/zufang/GZ2043936098459058176.html,48.00㎡,西南,1室1厅1卫,5800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043936098459058176,2025/12/10 15:52
4853,广州,天河,天河-汇景新城-汇景新城棕榈园,天河,整租·汇景新城棕榈园 0室0厅 南/北,https://gz.lianjia.com/zufang/GZ2043960925509124096.html,11.70㎡,南 北,未知室0厅0卫,1100,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043960925509124096,2025/12/10 15:52
4854,广州,天河,天河-林和-天誉花园,天河,合租·天誉花园 3居室 南卧,https://gz.lianjia.com/zufang/GZ2093344574209523712.html,9.60㎡,南,3室1厅1卫,1711,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2093344574209523712,2025/12/10 15:52
4855,广州,天河,天河-龙口东-保利中宇广场,天河,整租·保利中宇广场 0室0厅 南,https://gz.lianjia.com/zufang/GZ2043986803626606592.html,12.50㎡,南,未知室0厅0卫,800,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043986803626606592,2025/12/10 15:52
4856,广州,天河,天河-棠下-骏景花园,天河,合租·骏景花园 4居室 西卧,https://gz.lianjia.com/zufang/GZ2093379464514764800.html,9.20㎡,西,4室1厅2卫,1564,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2093379464514764800,2025/12/10 15:52
4857,广州,天河,天河-珠江新城东-合景睿峰L7,天河,整租·合景睿峰L7 3室1厅 西南,https://gz.lianjia.com/zufang/GZ2044379206061654016.html,109.00㎡,西南,3室1厅1卫,12600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2044379206061654016,2025/12/10 15:52
4858,广州,天河,天河-天河公园-广海花园,天河,合租·广海花园 4居室 南卧,https://gz.lianjia.com/zufang/GZ2093370995841695744.html,12.80㎡,南,4室1厅1卫,1564,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2093370995841695744,2025/12/10 15:52
4859,广州,天河,天河-燕塘-银燕大厦,天河,整租·银燕大厦 2室1厅 西北,https://gz.lianjia.com/zufang/GZ2043270733940916224.html,84.73㎡,西北,2室1厅1卫,4000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043270733940916224,2025/12/10 15:52
4860,广州,天河,天河-天润路-鸿景园,天河,合租·鸿景园 4居室 西北卧,https://gz.lianjia.com/zufang/GZ2093747934209245184.html,12.60㎡,西北,4室1厅2卫,1711,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2093747934209245184,2025/12/10 15:52
4861,广州,天河,天河-天河公园-新世界天逸,天河,整租·新世界天逸 1室0厅 南,https://gz.lianjia.com/zufang/GZ2044360384625770496.html,12.00㎡,南,1室0厅0卫,1200,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2044360384625770496,2025/12/10 15:52
4862,广州,天河,天河-车陂-时尚明苑,天河,合租·时尚明苑 4居室 东卧,https://gz.lianjia.com/zufang/GZ2093865075499597824.html,9.20㎡,东,4室1厅1卫,1415,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2093865075499597824,2025/12/10 15:52
4863,广州,天河,天河-珠江新城西-星汇云锦,天河,整租·星汇云锦 1室0厅 北,https://gz.lianjia.com/zufang/GZ2044345740871860224.html,12.30㎡,北,1室0厅0卫,1200,,,"https://image1.ljcdn.com/110000-inspection/pc1_Qp05dqXMA.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2044345740871860224,2025/12/10 15:52
4864,广州,天河,天河-棠下-骏景花园,天河,合租·骏景花园 4居室 北卧,https://gz.lianjia.com/zufang/GZ2074655249359962112.html,20.20㎡,北,4室1厅2卫,2341,精装,自如,https://image1.ljcdn.com/rent-house-1/img/1ff58ee12e3732eec43fc5f28f449156-1763109325897/d6ad63b70cead26797d4af1cc9f80a04.jpg.250x182.jpg,GZ2074655249359962112,2025/12/10 15:52
4865,广州,天河,天河-沙太南-风行牛奶宿舍,天河,整租·风行牛奶宿舍 2室1厅 西南,https://gz.lianjia.com/zufang/GZ2044336670001594368.html,53.56㎡,西南,2室1厅1卫,2150,,,"https://image1.ljcdn.com/110000-inspection/pc1_WztF7yhb9_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2044336670001594368,2025/12/10 15:52
4866,广州,天河,天河-珠江新城西-漾晴居,天河,合租·漾晴居 4居室 南卧,https://gz.lianjia.com/zufang/GZ2074684310480224256.html,12.30㎡,南,4室1厅2卫,3139,精装,自如,https://image1.ljcdn.com/rent-house-1/img/1ff58ee12e3732eec43fc5f28f449156-1759571618436/f4321a553de8969ebe6f33319bbbba36.jpg.250x182.jpg,GZ2074684310480224256,2025/12/10 15:52
4867,广州,天河,天河-珠江新城东-颐德公馆,天河,整租·颐德公馆 4室2厅 南,https://gz.lianjia.com/zufang/GZ2044338534290030592.html,202.00㎡,南,4室2厅3卫,29070,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_sGidaTP4i_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ2044338534290030592,2025/12/10 15:52
4868,广州,天河,天河-天润路-鸿景园,天河,合租·鸿景园 4居室 北卧,https://gz.lianjia.com/zufang/GZ2074943422359142400.html,11.60㎡,北,4室1厅2卫,2194,精装,自如,https://image1.ljcdn.com/rent-house-1/img/1ff58ee12e3732eec43fc5f28f449156-1763376599600/339921dbb276a1436278576ac88a2738.jpg.250x182.jpg,GZ2074943422359142400,2025/12/10 15:52
4869,广州,天河,天河-黄村-保利天汇一期,天河,整租·保利天汇一期 4室2厅 东南,https://gz.lianjia.com/zufang/GZ2043644312167645184.html,108.00㎡,东南,4室2厅2卫,6800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043644312167645184,2025/12/10 15:52
4870,广州,天河,天河-棠下-春江花园,天河,合租·春江花园 4居室 南卧,https://gz.lianjia.com/zufang/GZ2074918452946010112.html,11.90㎡,南,4室1厅2卫,2131,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2074918452946010112,2025/12/10 15:52
4871,广州,天河,天河-广氮-广氮花园,天河,整租·广氮花园 2室1厅 南,https://gz.lianjia.com/zufang/GZ2044620268965462016.html,60.00㎡,南,2室1厅1卫,4000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2044620268965462016,2025/12/10 15:52
4872,广州,天河,天河-天河南-育蕾小区,天河,合租·育蕾小区 4居室 南卧,https://gz.lianjia.com/zufang/GZ2074902493518626816.html,11.50㎡,南,4室1厅1卫,1743,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2074902493518626816,2025/12/10 15:52
4873,广州,天河,天河-珠江新城东-合景睿峰L7,天河,整租·合景睿峰L7 3室2厅 东南,https://gz.lianjia.com/zufang/GZ2043623001856933888.html,114.00㎡,东南,3室2厅2卫,9000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043623001856933888,2025/12/10 15:52
4874,广州,天河,天河-员村-赛拉维,天河,合租·赛拉维 3居室 南卧,https://gz.lianjia.com/zufang/GZ2074947392108494848.html,6.60㎡,南,3室1厅1卫,1354,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2074947392108494848,2025/12/10 15:52
4875,广州,天河,天河-棠下-合生骏景广场,天河,整租·合生骏景广场 1室1厅 南/北,https://gz.lianjia.com/zufang/GZ2043914922735173632.html,56.00㎡,南 北,1室1厅1卫,4200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043914922735173632,2025/12/10 15:52
4876,广州,天河,天河-龙口东-龙口中路,天河,整租·龙口中路 2室1厅 东南,https://gz.lianjia.com/zufang/GZ2043918054022184960.html,75.00㎡,东南,2室1厅1卫,4500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2043918054022184960,2025/12/10 15:52
4877,广州,天河,天河-体育中心-凯德天河新作新园,天河,整租·凯德天河新作新园 3室2厅 南,https://gz.lianjia.com/zufang/GZ2044362992887267328.html,128.00㎡,南,3室2厅2卫,10800,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2044362992887267328,2025/12/10 15:52
4878,广州,天河,天河-长兴-东荣翰林苑(天河),天河,整租·东荣翰林苑(天河) 3室1厅 北,https://gz.lianjia.com/zufang/GZ2044386750167515136.html,87.00㎡,北,3室1厅1卫,3500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2044386750167515136,2025/12/10 15:52
4879,广州,天河,天河-天河客运站-远洋天骄,天河,整租·远洋天骄 1室0厅 北,https://gz.lianjia.com/zufang/GZ2044290887244054528.html,12.00㎡,北,1室0厅0卫,500,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2044290887244054528,2025/12/10 15:52
4880,广州,天河,天河-林和-朝晖苑,天河,整租·朝晖苑 3室1厅 南,https://gz.lianjia.com/zufang/GZ2044303453076848640.html,108.00㎡,南,3室1厅2卫,5800,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2044303453076848640,2025/12/10 15:52
4881,广州,天河,天河-珠江新城东-合景睿峰L7,天河,整租·合景睿峰L7 3室2厅 复式 北,https://gz.lianjia.com/zufang/GZ2044328677759516672.html,114.00㎡,北,3室2厅2卫,16000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2044328677759516672,2025/12/10 15:52
4882,广州,天河,天河-棠下-骏景花园,天河,合租·骏景花园 5居室 东卧,https://gz.lianjia.com/zufang/GZ2083278680364154880.html,5.30㎡,东,5室1厅2卫,1186,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2083278680364154880,2025/12/10 15:52
4883,广州,天河,天河-东圃-兰亭盛荟,天河,整租·兰亭盛荟 3室1厅 东南,https://gz.lianjia.com/zufang/GZ2044042838034874368.html,90.00㎡,东南,3室1厅1卫,5000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2044042838034874368,2025/12/10 15:52
4884,广州,天河,天河-珠江新城西-保利香槟花园,天河,合租·保利香槟花园 5居室 南卧,https://gz.lianjia.com/zufang/GZ2083227936793559040.html,8.00㎡,南,5室1厅2卫,2131,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2083227936793559040,2025/12/10 15:52
4885,广州,天河,天河-员村-恒业大厦,天河,整租·恒业大厦 4室2厅 南,https://gz.lianjia.com/zufang/GZ2044093642448044032.html,119.00㎡,南,4室2厅2卫,6500,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2044093642448044032,2025/12/10 15:52
4886,广州,天河,天河-珠江新城西-保利香槟花园,天河,合租·保利香槟花园 5居室 南卧,https://gz.lianjia.com/zufang/GZ2083594697896361984.html,6.92㎡,南,5室1厅2卫,2236,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2083594697896361984,2025/12/10 15:52
4887,广州,天河,天河-天河公园-新世界天逸,天河,整租·新世界天逸 1室0厅 北,https://gz.lianjia.com/zufang/GZ2044615657974136832.html,12.00㎡,北,1室0厅0卫,1000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2044615657974136832,2025/12/10 15:52
4888,广州,天河,天河-华景新城-邮通小区,天河,合租·邮通小区 4居室 北卧,https://gz.lianjia.com/zufang/GZ2083542935227334656.html,15.90㎡,北,4室1厅2卫,1711,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2083542935227334656,2025/12/10 15:52
4889,广州,天河,天河-珠江新城中-高德公馆,天河,整租·高德公馆 3室2厅 南,https://gz.lianjia.com/zufang/GZ2044619651027042304.html,140.00㎡,南,3室2厅2卫,15800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2044619651027042304,2025/12/10 15:52
4890,广州,天河,天河-林和-南粤阁,天河,合租·南粤阁 4居室 东卧,https://gz.lianjia.com/zufang/GZ2085737236850016256.html,9.50㎡,东,4室1厅1卫,1823,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,GZ2085737236850016256,2025/12/10 15:52
4891,广州,天河,天河-体育中心-广州大道中,天河,整租·广州大道中 2室2厅 南,https://gz.lianjia.com/zufang/GZ1990077291597660160.html,69.00㎡,南,2室2厅1卫,3600,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_yvdx1CC4B.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ1990077291597660160,2025/12/10 15:53
4892,广州,天河,精选,精选,合租·华苑大厦 4居室 东卧,https://gz.lianjia.com/zufang/GZ1818508953521225728.html,天河-体育中心-华苑大厦,5.94㎡,东,1428,精装,自如,https://image1.ljcdn.com/rent-house-1/img/1ff58ee12e3732eec43fc5f28f449156-1764475304883/ea0d97dfa7c16ce06f1f6414b8d870d7.jpg.250x182.jpg,GZ1818508953521225728,2025/12/10 15:53
4893,广州,天河,天河-珠江新城西-碧海湾,天河,整租·碧海湾 3室2厅 南/北,https://gz.lianjia.com/zufang/GZ1990638425207734272.html,385.00㎡,南 北,3室2厅2卫,45000,精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_PC6cf6IoO.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",GZ1990638425207734272,2025/12/10 15:53
4894,广州,天河,精选,精选,合租·荟雅苑 4居室 西卧,https://gz.lianjia.com/zufang/GZ1993436633138987008.html,天河-林和-荟雅苑,7.47㎡,西,1816,精装,自如,https://image1.ljcdn.com/rent-house-1/img/1ff58ee12e3732eec43fc5f28f449156-1733804328179/701197969c1704dcc93aa4cf8ade334b.jpg.250x182.jpg,GZ1993436633138987008,2025/12/10 15:53
