序号,城市,区域,详细区域,区域分类,标题,链接,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
4204,深圳,龙华区,龙华区-观澜-澜汇云轩公寓,龙华区,整租·澜汇云轩公寓 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2072282445037699072.html,48.00㎡,东南,1室1厅1卫,3800,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2072282445037699072,2025/12/9 14:05
4205,深圳,龙华区,龙华区-红山-莱蒙水榭春天三期,龙华区,整租·莱蒙水榭春天三期 4室2厅 东南,https://sz.lianjia.com/zufang/SZ2072292404773257216.html,114.73㎡,东南,4室2厅2卫,9300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2072292404773257216,2025/12/9 14:05
4206,深圳,龙华区,龙华区-上塘-港铁天颂,龙华区,整租·港铁天颂 6室3厅 跃层 南,https://sz.lianjia.com/zufang/SZ2072338794555637760.html,209.00㎡,南,6室3厅3卫,25000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2072338794555637760,2025/12/9 14:05
4207,深圳,龙华区,龙华区-观澜-奥宸观壹城,龙华区,整租·奥宸观壹城 5室1厅 南,https://sz.lianjia.com/zufang/SZ2072634629763891200.html,78.00㎡,南,5室1厅2卫,4200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2072634629763891200,2025/12/9 14:05
4208,深圳,龙华区,龙华区-观澜-奥宸观壹城,龙华区,整租·奥宸观壹城 4室1厅 西南,https://sz.lianjia.com/zufang/SZ2072183693916504064.html,84.00㎡,西南,4室1厅2卫,4800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2072183693916504064,2025/12/9 14:05
4209,深圳,龙华区,龙华区-龙华中心-壹成中心第六区,龙华区,整租·壹成中心第六区 4室2厅 东南,https://sz.lianjia.com/zufang/SZ2073268224857735168.html,89.00㎡,东南,4室2厅2卫,7100,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2073268224857735168,2025/12/9 14:05
4210,深圳,龙华区,龙华区-观澜-招商观园,龙华区,整租·招商观园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2072975125535260672.html,89.00㎡,南,3室2厅1卫,5200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2072975125535260672,2025/12/9 14:05
4211,深圳,龙华区,龙华区-红山-龙光玖钻,龙华区,整租·龙光玖钻 2室1厅 西北,https://sz.lianjia.com/zufang/SZ2044725966000881664.html,39.00㎡,西北,2室1厅1卫,4500,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_PUrjFnGPM.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2044725966000881664,2025/12/9 14:05
4212,深圳,龙华区,龙华区-民治-潜龙花园,龙华区,整租·潜龙花园 1室1厅 南,https://sz.lianjia.com/zufang/SZ2044774627594469376.html,41.00㎡,南,1室1厅1卫,3300,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_BPOTzNUlf.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2044774627594469376,2025/12/9 14:05
4213,深圳,龙华区,龙华区-龙华中心-融创智汇大厦,龙华区,整租·融创智汇大厦 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2044651771174846464.html,48.29㎡,东南,1室1厅1卫,4500,,链家,"https://image1.ljcdn.com/110000-inspection/pc1_ckWw9T5tp.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2044651771174846464,2025/12/9 14:05
4214,深圳,龙华区,龙华区-观澜-招商锦绣观园,龙华区,整租·招商锦绣观园 2室2厅 西南,https://sz.lianjia.com/zufang/SZ2041519274224254976.html,62.08㎡,西南,2室2厅1卫,3800,,,"https://image1.ljcdn.com/110000-inspection/pc1_2hDPvlNV0.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2041519274224254976,2025/12/9 14:05
4215,深圳,龙华区,龙华区-梅林关-新彩苑,龙华区,整租·新彩苑 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2043566736690642944.html,34.00㎡,东南,1室1厅1卫,4300,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_Szq5EAs34.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2043566736690642944,2025/12/9 14:05
4216,深圳,龙华区,龙华区-龙华中心-玺园,龙华区,整租·玺园 4室2厅 复式 南,https://sz.lianjia.com/zufang/SZ2047348628736966656.html,141.25㎡,南,4室2厅3卫,20000,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_yJrufmkcp_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2047348628736966656,2025/12/9 14:05
4217,深圳,龙华区,龙华区-龙华新区-苹果园,龙华区,整租·苹果园 2室2厅 西南,https://sz.lianjia.com/zufang/SZ2045719698246467584.html,55.03㎡,西南,2室2厅1卫,4800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2045719698246467584,2025/12/9 14:05
4218,深圳,龙华区,龙华区-龙华新区-金地梅陇镇三期,龙华区,整租·金地梅陇镇三期 3室2厅 南/北,https://sz.lianjia.com/zufang/SZ2045421984606584832.html,109.38㎡,南 北,3室2厅2卫,6300,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2045421984606584832,2025/12/9 14:05
4219,深圳,龙华区,龙华区-观澜-观澜湖比佩亚区,龙华区,整租·观澜湖比佩亚区 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2045356333653295104.html,80.00㎡,东南,1室1厅1卫,5000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2045356333653295104,2025/12/9 14:05
4220,深圳,龙华区,龙华区-梅林关-溪山,龙华区,整租·溪山 5室2厅 南,https://sz.lianjia.com/zufang/SZ2051300561420025856.html,170.00㎡,南,5室2厅1卫,18000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2051300561420025856,2025/12/9 14:05
4221,深圳,龙华区,龙华区-观澜-佳华领域广场,龙华区,整租·佳华领域广场 2室1厅 西南,https://sz.lianjia.com/zufang/SZ2051132238233337856.html,54.44㎡,西南,2室1厅1卫,4000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2051132238233337856,2025/12/9 14:05
4222,深圳,龙华区,龙华区-龙华中心-壹成中心第五区,龙华区,整租·壹成中心第五区 3室2厅 东南/南,https://sz.lianjia.com/zufang/SZ2050962872657248256.html,74.00㎡,东南 南,3室2厅1卫,6200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2050962872657248256,2025/12/9 14:05
4223,深圳,龙华区,龙华区-梅林关-HBC汇隆商务中心,龙华区,整租·HBC汇隆商务中心 2室2厅 南,https://sz.lianjia.com/zufang/SZ2049417668498292736.html,59.59㎡,南,2室2厅2卫,6200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2049417668498292736,2025/12/9 14:05
4224,深圳,龙华区,龙华区-红山-汇龙湾,龙华区,整租·汇龙湾 3室2厅 南,https://sz.lianjia.com/zufang/SZ2050130268592799744.html,89.00㎡,南,3室2厅2卫,10000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2050130268592799744,2025/12/9 14:05
4225,深圳,龙华区,龙华区-坂田-春华四季园二期,龙华区,整租·春华四季园二期 4室2厅 东南,https://sz.lianjia.com/zufang/SZ2048957132111347712.html,141.00㎡,东南,4室2厅3卫,8500,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2048957132111347712,2025/12/9 14:05
4226,深圳,龙华区,龙华区-龙华中心-美丽AAA花园,龙华区,整租·美丽AAA花园 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2052682374205931520.html,94.58㎡,东南,3室2厅1卫,5500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2052682374205931520,2025/12/9 14:05
4227,深圳,龙华区,龙华区-上塘-潜龙曼海宁花园南区,龙华区,整租·潜龙曼海宁花园南区 3室2厅 南,https://sz.lianjia.com/zufang/SZ2051885904145940480.html,89.49㎡,南,3室2厅2卫,5800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2051885904145940480,2025/12/9 14:05
4228,深圳,龙华区,龙华区-梅林关-溪山,龙华区,整租·溪山 5室2厅 南,https://sz.lianjia.com/zufang/SZ2051872923261599744.html,201.71㎡,南,5室2厅3卫,19800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2051872923261599744,2025/12/9 14:05
4229,深圳,龙华区,龙华区-红山-龙光玖钻,龙华区,整租·龙光玖钻 4室1厅 东北,https://sz.lianjia.com/zufang/SZ2043623575948099584.html,133.00㎡,东北,4室1厅2卫,9000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2043623575948099584,2025/12/9 14:05
4230,深圳,龙华区,龙华区-龙华中心-青年城邦园,龙华区,整租·青年城邦园 2室2厅 南,https://sz.lianjia.com/zufang/SZ2048327242278240256.html,59.38㎡,南,2室2厅1卫,4300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2048327242278240256,2025/12/9 14:05
4231,深圳,龙华区,龙华区-红山-龙光玖钻,龙华区,整租·龙光玖钻 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2046883426195210240.html,71.00㎡,东南,3室2厅2卫,6300,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2046883426195210240,2025/12/9 14:05
4232,深圳,龙华区,龙华区-红山-龙光玖钻,龙华区,整租·龙光玖钻 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2045444518014091264.html,71.00㎡,东南,3室2厅2卫,7200,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2045444518014091264,2025/12/9 14:05
4233,深圳,龙华区,龙华区-龙华新区-金地梅陇镇二期,龙华区,整租·金地梅陇镇二期 4室2厅 东南/北,https://sz.lianjia.com/zufang/SZ2045533333147877376.html,131.00㎡,东南 北,4室2厅2卫,7600,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2045533333147877376,2025/12/9 14:05
4234,深圳,龙华区,龙华区-观澜-招商观园,龙华区,整租·招商观园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2045744332119474176.html,88.00㎡,南,3室2厅1卫,4600,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2045744332119474176,2025/12/9 14:05
4235,深圳,龙华区,龙华区-上塘-港铁天颂,龙华区,整租·港铁天颂 4室2厅 复式 东南,https://sz.lianjia.com/zufang/SZ2045828136658010112.html,188.20㎡,东南,4室2厅3卫,18800,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2045828136658010112,2025/12/9 14:05
4236,深圳,龙华区,龙华区-龙华中心-壹成中心第九区,龙华区,整租·壹成中心第九区 5室2厅 南,https://sz.lianjia.com/zufang/SZ2049543954944229376.html,106.00㎡,南,5室2厅2卫,9500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2049543954944229376,2025/12/9 14:05
4237,深圳,龙华区,龙华区-龙华中心-华富综合市场,龙华区,整租·华富综合市场 3室2厅 南,https://sz.lianjia.com/zufang/SZ2053477578789879808.html,78.90㎡,南,3室2厅1卫,2600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2053477578789879808,2025/12/9 14:05
4238,深圳,龙华区,龙华区-龙华新区-新华城,龙华区,整租·新华城 4室2厅 东南/南,https://sz.lianjia.com/zufang/SZ2105591474547589120.html,130.00㎡,东南 南,4室2厅2卫,6800,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2105591474547589120,2025/12/9 14:05
4239,深圳,龙华区,龙华区-龙华新区-丰润花园多层,龙华区,整租·丰润花园多层 3室2厅 南,https://sz.lianjia.com/zufang/SZ2031367599874375680.html,89.90㎡,南,3室2厅1卫,4100,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2031367599874375680,2025/12/9 14:05
4240,深圳,龙华区,龙华区-梅林关-龙光玖龙玺,龙华区,整租·龙光玖龙玺 5室2厅 南,https://sz.lianjia.com/zufang/SZ2021090904042897408.html,137.00㎡,南,5室2厅3卫,16000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2021090904042897408,2025/12/9 14:05
4241,深圳,龙华区,龙华区-观澜-奥宸观壹城,龙华区,整租·奥宸观壹城 2室1厅 东北,https://sz.lianjia.com/zufang/SZ2107066232866865152.html,36.00㎡,东北,2室1厅1卫,3300,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,SZ2107066232866865152,2025/12/9 14:06
4242,深圳,龙华区,龙华区-梅林关-鸿荣源熙园山院,龙华区,整租·鸿荣源熙园山院 5室2厅 东南,https://sz.lianjia.com/zufang/SZ2107362926376517632.html,153.77㎡,东南,5室2厅2卫,18000,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_Yx6alQ8U5.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2107362926376517632,2025/12/9 14:06
4243,深圳,龙华区,龙华区-民治-梅花新园,龙华区,整租·梅花新园 3室2厅 南,https://sz.lianjia.com/zufang/SZ2107359765783904256.html,88.12㎡,南,3室2厅1卫,5600,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_NjV4s8isf.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2107359765783904256,2025/12/9 14:06
4244,深圳,龙华区,龙华区-龙华中心-新阳丽舍,龙华区,整租·新阳丽舍 1室1厅 东,https://sz.lianjia.com/zufang/SZ2107339437032603648.html,42.26㎡,东,1室1厅1卫,2800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,SZ2107339437032603648,2025/12/9 14:06
4245,深圳,龙华区,仅剩2间,仅剩2间,独栋·星窝青年公寓 鸿荣源博誉府店 超大一房一厅带阳台 通燃气 押一 可养宠物 1室1厅,https://sz.lianjia.com/apartment/20687.html,47.00㎡,2间在租,1室1厅1卫,3800-3900,精装,星窝青年公寓,https://image1.ljcdn.com/wanjia/73705566f1256422635dc28e1f273466-1761307762578/65d645b6e6730216fade702a66b8e909.jpg.250x182.jpg,850155,2025/12/9 14:06
4246,深圳,龙华区,龙华区-龙华中心-壹成中心第三区,龙华区,整租·壹成中心第三区 4室2厅 南,https://sz.lianjia.com/zufang/SZ2107302877453090816.html,117.00㎡,南,4室2厅2卫,8300,精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_kMIxyPzVA.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2107302877453090816,2025/12/9 14:06
4247,深圳,龙华区,龙华区-龙华中心-壹成中心第二区,龙华区,整租·壹成中心第二区 2室2厅 南,https://sz.lianjia.com/zufang/SZ2107129194331766784.html,73.11㎡,南,2室2厅1卫,7000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2107129194331766784,2025/12/9 14:06
4248,深圳,龙华区,仅剩2间,仅剩2间,独栋·星窝青年公寓 鸿荣源博誉府店 性价比一房一厅带阳台 电梯 押一 41-01 1室1厅,https://sz.lianjia.com/apartment/20687.html,30.00㎡,2间在租,1室1厅1卫,1900-2100,精装,星窝青年公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,855410,2025/12/9 14:06
4249,深圳,龙华区,龙华区-观澜-招商观园,龙华区,整租·招商观园 3室1厅 南,https://sz.lianjia.com/zufang/SZ2107372420976345088.html,85.90㎡,南,3室1厅1卫,4800,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2107372420976345088,2025/12/9 14:06
4250,深圳,龙华区,龙华区-民治-鸿荣源天俊,龙华区,整租·鸿荣源天俊 1室0厅 西南,https://sz.lianjia.com/zufang/SZ2107412616115650560.html,39.00㎡,西南,1室0厅1卫,5000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2107412616115650560,2025/12/9 14:06
4251,深圳,龙华区,龙华区-龙华中心-通达汇轩,龙华区,整租·通达汇轩 1室1厅 东南,https://sz.lianjia.com/zufang/SZ2104528933465620480.html,30.00㎡,东南,1室1厅1卫,2100,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2104528933465620480,2025/12/9 14:06
4252,深圳,龙华区,龙华区-上塘-特发和平里二期,龙华区,整租·特发和平里二期 3室2厅 南,https://sz.lianjia.com/zufang/SZ2107443726107279360.html,87.60㎡,南,3室2厅2卫,6300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2107443726107279360,2025/12/9 14:06
4253,深圳,龙华区,龙华区-龙华中心-鸿荣源尚云,龙华区,整租·鸿荣源尚云 3室2厅 南/北,https://sz.lianjia.com/zufang/SZ2107443379557105664.html,82.00㎡,南 北,3室2厅2卫,6500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2107443379557105664,2025/12/9 14:06
4254,深圳,龙华区,仅剩2间,仅剩2间,独栋·星窝青年公寓 鸿荣源博誉府店 无遮挡大两房一厅带阳台 高层 押一 可养宠物 36-1 2室1厅,https://sz.lianjia.com/apartment/20687.html,50.00㎡,2间在租,2室1厅1卫,3500-3700,精装,星窝青年公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,855421,2025/12/9 14:06
4255,深圳,龙华区,龙华区-梅林关-龙光玖龙玺,龙华区,整租·龙光玖龙玺 4室2厅 西北,https://sz.lianjia.com/zufang/SZ2107402929597054976.html,89.00㎡,西北,4室2厅2卫,9000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2107402929597054976,2025/12/9 14:06
4256,深圳,龙华区,仅剩2间,仅剩2间,独栋·星窝青年公寓 鸿荣源博誉府店 隔断一房 大窗户 押一 电梯房 采光好 88-15 1室1厅,https://sz.lianjia.com/apartment/20687.html,28.00㎡,2间在租,1室1厅1卫,2000-2100,精装,星窝青年公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,856223,2025/12/9 14:06
4257,深圳,龙华区,仅剩2间,仅剩2间,独栋·星窝青年公寓 鸿荣源天俊店 北站 红山 4/5/6线地铁 带独立阳台大单间 押一随时入住 开间,https://sz.lianjia.com/apartment/20905.html,28.00㎡,2间在租,1室0厅1卫,1800-1900,精装,星窝青年公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,870844,2025/12/9 14:06
4258,深圳,龙华区,仅剩1间,仅剩1间,独栋·星窝青年公寓 鸿荣源博誉府店 民治大两房一厅带阳台 押一付一 可养宠物 01 2室1厅,https://sz.lianjia.com/apartment/20687.html,65.00㎡,1间在租,2室1厅1卫,3900,精装,星窝青年公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,617170,2025/12/9 14:06
4259,深圳,龙华区,龙华区-梅林关-HBC汇隆商务中心,龙华区,整租·HBC汇隆商务中心 3室2厅 南,https://sz.lianjia.com/zufang/SZ2107486465452670976.html,80.00㎡,南,3室2厅2卫,12000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2107486465452670976,2025/12/9 14:06
4260,深圳,龙华区,仅剩2间,仅剩2间,独栋·星窝青年公寓 鸿荣源博誉府店 大飘窗大单间 高层采光好 押一 可养宠物1店 开间,https://sz.lianjia.com/apartment/20687.html,25.00㎡,2间在租,1室0厅1卫,1800-1900,精装,星窝青年公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,834999,2025/12/9 14:06
4261,深圳,龙华区,龙华区-红山-华业玫瑰四季馨园一期,龙华区,整租·华业玫瑰四季馨园一期 2室2厅 南,https://sz.lianjia.com/zufang/SZ2104882444955025408.html,72.00㎡,南,2室2厅1卫,6500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2104882444955025408,2025/12/9 14:06
4262,深圳,龙华区,龙华区-龙华中心-安宏基星曜广场,龙华区,整租·安宏基星曜广场 3室2厅 东南/南,https://sz.lianjia.com/zufang/SZ2107475595565727744.html,97.75㎡,东南 南,3室2厅2卫,6000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2107475595565727744,2025/12/9 14:06
4263,深圳,龙华区,龙华区-红山-莱蒙水榭云上家园,龙华区,整租·莱蒙水榭云上家园 2室2厅 南,https://sz.lianjia.com/zufang/SZ2107529224838447104.html,58.67㎡,南,2室2厅1卫,5300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2107529224838447104,2025/12/9 14:06
4264,深圳,龙华区,龙华区-龙华中心-龙华花半里花园,龙华区,整租·龙华花半里花园 3室2厅 东南,https://sz.lianjia.com/zufang/SZ2106366014311628800.html,79.00㎡,东南,3室2厅1卫,5000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2106366014311628800,2025/12/9 14:06
4265,深圳,龙华区,龙华区-龙华中心-悦见锦府,龙华区,整租·悦见锦府 3室2厅 西南/西,https://sz.lianjia.com/zufang/SZ2107448051646857216.html,95.85㎡,西南 西,3室2厅2卫,7900,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2107448051646857216,2025/12/9 14:06
4266,深圳,龙华区,龙华区-民治-碧水龙庭,龙华区,整租·碧水龙庭 3室2厅 南,https://sz.lianjia.com/zufang/SZ2107712563742507008.html,72.46㎡,南,3室2厅1卫,5600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2107712563742507008,2025/12/9 14:06
4267,深圳,龙华区,龙华区-红山-日出印象一期,龙华区,整租·日出印象一期 3室2厅 南/北,https://sz.lianjia.com/zufang/SZ2107691119377645568.html,114.00㎡,南 北,3室2厅2卫,6500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2107691119377645568,2025/12/9 14:06
4268,深圳,龙华区,龙华区-红山-龙光玖钻,龙华区,整租·龙光玖钻 3室2厅 南,https://sz.lianjia.com/zufang/SZ2107834439240253440.html,98.04㎡,南,3室2厅2卫,7000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2107834439240253440,2025/12/9 14:06
4269,深圳,龙华区,仅剩5间,仅剩5间,独栋·星窝青年公寓 鸿荣源博誉府店 超级治愈的朝南大一房一厅 1室1厅,https://sz.lianjia.com/apartment/20687.html,48.00㎡,5间在租,1室1厅1卫,2399,精装,星窝青年公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,617167,2025/12/9 14:06
4270,深圳,龙华区,龙华区-龙华中心-龙湖春江天玺阁,龙华区,整租·龙湖春江天玺阁 1室1厅 南,https://sz.lianjia.com/zufang/SZ2107874667539726336.html,41.00㎡,南,1室1厅1卫,3500,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,SZ2107874667539726336,2025/12/9 14:06
4271,深圳,龙华区,龙华区-红山-龙光玖钻,龙华区,整租·龙光玖钻 2室1厅 南,https://sz.lianjia.com/zufang/SZ2074777611711545344.html,39.00㎡,南,2室1厅1卫,4800,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_pqmLVKWI9.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2074777611711545344,2025/12/9 14:06
4272,深圳,龙华区,仅剩1间,仅剩1间,独栋·星窝青年公寓 壹方天地C区店 提升品质生活首选大单间 开间,https://sz.lianjia.com/apartment/21502.html,35.00㎡,1间在租,1室0厅1卫,1999,精装,星窝青年公寓,https://image1.ljcdn.com/wanjia/73705566f1256422635dc28e1f273466-1741899695534/6d84200ad0bdba5325fd034730f26062.jpg.250x182.jpg,667933,2025/12/9 14:06
4273,深圳,龙华区,龙华区-红山-绿景公馆1866北区,龙华区,整租·绿景公馆1866北区 3室2厅 南,https://sz.lianjia.com/zufang/SZ2074449610302029824.html,89.00㎡,南,3室2厅1卫,7900,精装,链家,"https://image1.ljcdn.com/110000-inspection/pc1_tfhZFWs2M.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2074449610302029824,2025/12/9 14:06
4274,深圳,龙华区,龙华区-红山-龙光玖钻,龙华区,整租·龙光玖钻 2室1厅 复式 北,https://sz.lianjia.com/zufang/SZ2074092052827602944.html,38.00㎡,北,2室1厅1卫,5300,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,SZ2074092052827602944,2025/12/9 14:06
4275,深圳,龙华区,龙华区-龙华新区-阳光新境园,龙华区,整租·阳光新境园 2室2厅 西南,https://sz.lianjia.com/zufang/SZ2075225071558852608.html,84.42㎡,西南,2室2厅1卫,5700,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_rB1U1H1iD.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2075225071558852608,2025/12/9 14:06
4276,深圳,龙华区,龙华区-龙华中心-壹成中心璞誉府,龙华区,整租·壹成中心璞誉府 3室2厅 南,https://sz.lianjia.com/zufang/SZ2075169199101050880.html,89.00㎡,南,3室2厅2卫,6500,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_ctOZIVHG2.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",SZ2075169199101050880,2025/12/9 14:06
